employee_id,department,role,database_name,days_to_expiry,total_rotations,successful_rotations,failed_rotations,reminders_ignored,avg_response_hours,login_frequency_per_week,password_strength_score,uses_mfa,breach_risk_score,caused_breach
EMP-1031,Finance,Analyst,Redis,134,12,7,5,1,29,18,2,1,0,0
EMP-1032,Finance,Tech Lead,MongoDB,56,7,4,3,1,20,15,3,1,0,0
EMP-1033,Data Science,Senior Developer,MySQL,5,5,4,1,2,2,33,3,0,0,0
EMP-1034,Data Science,Junior Developer,MySQL,-40,9,9,0,10,56,22,6,0,100,1
EMP-1035,Data Science,Tech Lead,Redis,134,4,2,2,0,12,21,7,0,0,0
EMP-1036,HR,Manager,CockroachDB,5,2,2,0,5,28,23,3,0,26.67,0
EMP-1037,Data Science,Analyst,PostgreSQL,-14,13,13,0,5,69,26,3,1,0,0
EMP-1038,Security,Senior Developer,MariaDB,92,13,7,6,1,36,39,5,1,0,0
EMP-1039,Operations,Developer,MariaDB,3,8,5,3,4,51,21,7,1,0,0
EMP-1040,Data Science,Intern,CockroachDB,80,14,14,0,0,95,7,6,1,0,0
EMP-1041,Finance,Senior Developer,Oracle,-40,6,4,2,3,3,1,5,1,100,1
EMP-1042,Data Science,Senior Developer,MySQL,-32,13,12,1,3,9,19,3,1,38.5,0
EMP-1043,Operations,Tech Lead,Redis,-23,11,7,4,4,10,5,9,0,89.67,1
EMP-1044,HR,Manager,MySQL,118,0,0,0,2,18,40,7,1,0,0
EMP-1045,QA,Intern,Redis,62,5,5,0,1,125,33,10,1,0,0
EMP-1046,Security,Senior Developer,SQL Server,87,8,6,2,1,14,6,4,0,0,0
EMP-1047,QA,Analyst,Redis,27,1,1,0,0,21,1,6,0,0,0
EMP-1048,Finance,Manager,MariaDB,101,9,9,0,1,11,3,4,0,0,0
EMP-1049,Engineering,Junior Developer,MariaDB,103,0,0,0,1,46,28,6,1,0,0
EMP-1050,Infrastructure,Intern,SQL Server,78,6,3,3,2,45,7,3,0,27.5,0
EMP-1051,Finance,Analyst,Oracle,-35,4,4,0,9,71,36,2,1,100,1
EMP-1052,Infrastructure,Engineer,PostgreSQL,124,13,10,3,1,64,37,8,1,0,0
EMP-1053,Operations,Intern,SQL Server,35,0,0,0,2,124,37,9,1,0,0
EMP-1054,Data Science,Analyst,MySQL,145,7,6,1,1,38,15,3,0,0,0
EMP-1055,Data Science,Engineer,MySQL,-23,6,6,0,5,44,8,5,1,56.33,0
EMP-1056,HR,Tech Lead,Redis,99,13,13,0,2,23,38,4,0,0,0
EMP-1057,Data Science,Intern,PostgreSQL,18,11,6,5,2,118,19,5,1,6.67,0
EMP-1058,Operations,Junior Developer,Redis,102,9,5,4,0,140,24,6,1,0,0
EMP-1059,Engineering,Junior Developer,PostgreSQL,41,3,3,0,2,133,5,4,1,0,0
EMP-1060,Finance,Engineer,PostgreSQL,116,2,1,1,2,68,26,7,1,0,0
EMP-1061,Data Science,Engineer,SQL Server,-22,1,1,0,6,46,38,2,0,100,1
EMP-1062,Engineering,Junior Developer,SQL Server,28,5,5,0,1,66,23,3,0,0,0
EMP-1063,QA,Analyst,Oracle,-35,5,5,0,10,34,30,2,0,100,1
EMP-1064,Data Science,Manager,PostgreSQL,147,7,7,0,0,28,2,6,0,0,0
EMP-1065,Infrastructure,Engineer,Redis,46,11,6,5,1,33,30,6,1,0,0
EMP-1066,QA,Senior Developer,MySQL,76,15,10,5,1,25,6,5,1,0,0
EMP-1067,Finance,Analyst,MySQL,41,14,8,6,2,42,33,3,1,0,0
EMP-1068,Operations,Analyst,SQL Server,90,10,10,0,2,51,33,8,1,0,0
EMP-1069,Data Science,Intern,CockroachDB,48,10,7,3,0,36,22,9,1,0,0
EMP-1070,QA,Engineer,PostgreSQL,128,3,2,1,2,27,34,5,0,0.5,0
EMP-1071,Finance,Engineer,MongoDB,44,0,0,0,0,31,16,5,0,0,0
EMP-1072,Operations,Senior Developer,MySQL,5,9,6,3,2,17,35,10,0,0,0
EMP-1073,Finance,Tech Lead,PostgreSQL,32,0,0,0,2,28,26,4,0,8.67,0
EMP-1074,Finance,Analyst,MariaDB,43,3,2,1,1,25,29,5,1,0,0
EMP-1075,QA,Manager,Oracle,141,11,9,2,1,36,27,5,0,0,0
EMP-1076,HR,Junior Developer,SQL Server,128,12,9,3,0,34,4,9,1,0,0
EMP-1077,Security,Intern,MongoDB,115,13,8,5,1,125,34,10,1,0,0
EMP-1078,Engineering,Engineer,CockroachDB,67,10,10,0,0,19,38,10,1,0,0
EMP-1079,Operations,Junior Developer,SQL Server,114,5,3,2,2,34,27,3,1,0,0
EMP-1080,Infrastructure,Junior Developer,CockroachDB,59,0,0,0,1,120,11,10,0,0,0
EMP-1081,QA,Senior Developer,Oracle,150,1,1,0,0,14,31,2,0,0,0
EMP-1082,QA,Analyst,Redis,102,4,3,1,2,47,32,7,1,0,0
EMP-1083,Engineering,Senior Developer,MongoDB,63,15,11,4,1,4,26,3,1,0,0
EMP-1084,Security,Manager,CockroachDB,123,2,2,0,0,22,6,4,1,0,0
EMP-1085,Finance,Engineer,SQL Server,13,11,7,4,0,22,14,7,1,0,0
EMP-1086,HR,Senior Developer,MongoDB,26,0,0,0,1,31,9,5,1,0,0
EMP-1087,Security,Analyst,Oracle,53,7,7,0,2,52,8,7,1,0,0
EMP-1088,Security,Senior Developer,Redis,70,13,12,1,2,35,1,8,1,0,0
EMP-1089,Finance,Tech Lead,MariaDB,-27,8,4,4,7,15,12,2,1,100,1
EMP-1090,Operations,Junior Developer,PostgreSQL,-31,6,5,1,4,132,26,4,1,100,1
EMP-1091,Security,Tech Lead,SQL Server,143,12,9,3,0,14,9,9,1,0,0
EMP-1092,Security,Tech Lead,Oracle,-21,13,8,5,5,1,35,10,0,90.17,1
EMP-1093,Finance,Engineer,MySQL,32,0,0,0,2,50,5,5,1,0,0
EMP-1094,Infrastructure,Analyst,CockroachDB,15,9,8,1,0,45,14,2,1,0,0
EMP-1095,Engineering,Intern,SQL Server,100,13,10,3,1,143,3,10,0,0,0
EMP-1096,Security,Tech Lead,Redis,105,2,1,1,0,34,1,5,1,0,0
EMP-1097,QA,Analyst,Oracle,-9,11,8,3,11,33,15,3,1,86.5,1
EMP-1098,Finance,Tech Lead,MongoDB,101,9,9,0,1,9,23,8,1,0,1
EMP-1099,HR,Junior Developer,MySQL,-30,10,6,4,3,74,17,5,0,100,1
EMP-1100,Finance,Engineer,MongoDB,74,7,4,3,2,59,21,3,0,21.83,0
EMP-1101,Engineering,Intern,MySQL,36,0,0,0,1,77,7,6,0,0,0
EMP-1102,Finance,Analyst,MongoDB,121,2,2,0,1,14,29,4,1,0,0
EMP-1103,HR,Engineer,MySQL,146,3,2,1,1,30,19,2,0,3.0,0
EMP-1104,Finance,Senior Developer,CockroachDB,126,11,9,2,0,11,24,7,0,0,0
EMP-1105,Security,Analyst,PostgreSQL,107,2,2,0,0,24,33,4,1,0,0
EMP-1106,Operations,Manager,PostgreSQL,-32,3,3,0,3,11,25,2,1,100,1
EMP-1107,Security,Manager,MariaDB,45,9,5,4,1,36,2,4,1,0,0
EMP-1108,Infrastructure,Engineer,MySQL,-28,12,12,0,12,13,17,5,0,100,1
EMP-1109,Infrastructure,Manager,MongoDB,74,4,2,2,0,29,5,4,0,0,0
EMP-1110,Infrastructure,Intern,MySQL,34,10,6,4,0,49,32,7,0,0,0
EMP-1111,HR,Manager,MariaDB,-1,7,4,3,8,29,1,8,0,60.83,1
EMP-1112,Engineering,Junior Developer,Oracle,95,9,7,2,1,121,13,5,1,0,0
EMP-1113,QA,Analyst,SQL Server,123,5,5,0,0,31,19,5,1,0,0
EMP-1114,Finance,Intern,PostgreSQL,-27,2,2,0,7,39,23,2,1,100,1
EMP-1115,Infrastructure,Tech Lead,MariaDB,150,6,6,0,2,16,27,8,1,0,0
EMP-1116,QA,Analyst,MySQL,-11,14,11,3,7,18,4,6,1,16.0,0
EMP-1117,Security,Intern,PostgreSQL,16,13,12,1,2,75,24,3,1,0,0
EMP-1118,Infrastructure,Tech Lead,SQL Server,-14,1,1,0,8,30,19,2,0,100,1
EMP-1119,Data Science,Senior Developer,Oracle,106,8,5,3,0,19,17,3,1,0,0
EMP-1120,Data Science,Intern,MariaDB,136,15,8,7,0,83,39,10,1,0,0
EMP-1121,HR,Senior Developer,CockroachDB,-11,6,4,2,9,22,35,2,1,96.67,1
EMP-1122,Operations,Junior Developer,Redis,49,11,9,2,1,157,18,8,1,0,0
EMP-1123,QA,Developer,SQL Server,24,15,8,7,0,50,2,8,0,0,0
EMP-1124,Security,Engineer,MySQL,76,14,8,6,1,20,8,9,1,0,0
EMP-1125,Operations,Tech Lead,MySQL,137,0,0,0,0,24,30,6,0,0,0
EMP-1126,Engineering,Intern,MongoDB,25,11,11,0,0,116,5,2,1,0,0
EMP-1127,QA,Senior Developer,CockroachDB,134,13,12,1,0,21,16,2,0,0,0
EMP-1128,Data Science,Engineer,MySQL,82,9,7,2,1,35,35,4,0,0,0
EMP-1129,HR,Intern,CockroachDB,40,13,9,4,0,67,34,5,1,0,0
EMP-1130,Data Science,Developer,CockroachDB,-6,11,11,0,4,49,11,9,1,0,0
EMP-1131,QA,Developer,MySQL,129,15,12,3,1,61,20,7,0,0,0
EMP-1132,Finance,Intern,CockroachDB,-20,1,1,0,6,79,40,10,1,80.17,1
EMP-1133,Finance,Developer,PostgreSQL,92,7,4,3,2,21,11,7,1,0,0
EMP-1134,HR,Tech Lead,CockroachDB,67,15,15,0,0,9,37,4,0,0,0
EMP-1135,HR,Manager,MySQL,27,12,10,2,1,11,40,4,1,0,0
EMP-1136,Security,Intern,MongoDB,125,0,0,0,2,78,22,6,1,0,0
EMP-1137,Security,Senior Developer,MariaDB,125,2,1,1,0,18,5,2,1,0,0
EMP-1138,Data Science,Tech Lead,PostgreSQL,-27,0,0,0,8,1,12,2,0,100,1
EMP-1139,Security,Manager,Oracle,-24,14,12,2,9,21,7,4,1,76.5,1
EMP-1140,HR,Junior Developer,Oracle,-37,15,8,7,7,82,1,5,1,100,1
EMP-1141,HR,Intern,MySQL,101,2,1,1,0,162,25,3,1,0,0
EMP-1142,Data Science,Junior Developer,MariaDB,105,15,9,6,0,50,2,3,1,0,0
EMP-1143,Security,Junior Developer,MariaDB,77,3,3,0,2,43,24,3,1,0,0
EMP-1144,QA,Manager,Oracle,40,4,4,0,0,4,37,7,1,0,0
EMP-1145,Infrastructure,Junior Developer,Redis,75,2,1,1,0,31,15,8,1,0,0
EMP-1146,Engineering,Senior Developer,MariaDB,117,12,12,0,0,32,38,7,1,0,0
EMP-1147,Finance,Developer,CockroachDB,88,12,7,5,0,71,31,5,1,0,0
EMP-1148,Infrastructure,Intern,SQL Server,72,2,2,0,1,51,33,6,0,0,0
EMP-1149,Data Science,Analyst,CockroachDB,32,6,5,1,2,35,14,3,1,0,0
EMP-1150,Infrastructure,Intern,Redis,28,14,12,2,0,141,39,10,1,0,0
EMP-1151,Finance,Intern,Oracle,-5,8,6,2,3,82,31,6,0,15.67,0
EMP-1152,Security,Manager,Redis,52,13,10,3,1,12,6,2,0,0,0
EMP-1153,Infrastructure,Senior Developer,Redis,10,0,0,0,2,26,9,8,0,0,1
EMP-1154,Data Science,Tech Lead,Oracle,119,6,4,2,2,17,2,7,1,0,0
EMP-1155,Infrastructure,Junior Developer,SQL Server,118,12,12,0,2,168,18,5,0,0,0
EMP-1156,Operations,Senior Developer,SQL Server,93,9,8,1,1,3,2,5,1,0,0
EMP-1157,Infrastructure,Engineer,MariaDB,141,6,4,2,0,36,20,2,1,0,0
EMP-1158,Security,Engineer,CockroachDB,-40,9,9,0,12,50,2,4,1,100,1
EMP-1159,Infrastructure,Intern,CockroachDB,71,9,8,1,2,74,30,2,1,0,0
EMP-1160,Data Science,Junior Developer,PostgreSQL,74,3,2,1,2,116,1,6,0,11.33,0
EMP-1161,Engineering,Tech Lead,MySQL,12,13,7,6,0,36,33,9,0,0,0
EMP-1162,Operations,Tech Lead,MySQL,52,1,1,0,0,23,13,7,0,0,0
EMP-1163,Engineering,Engineer,Redis,-33,5,3,2,9,58,29,4,0,100,1
EMP-1164,Engineering,Developer,MongoDB,62,15,14,1,2,53,8,4,1,0,0
EMP-1165,Security,Engineer,Redis,72,6,6,0,0,26,40,2,1,0,0
EMP-1166,QA,Senior Developer,CockroachDB,-23,0,0,0,12,17,38,2,0,100,1
EMP-1167,Operations,Engineer,Redis,4,9,9,0,5,57,7,4,0,0,0
EMP-1168,Engineering,Tech Lead,CockroachDB,123,4,4,0,2,10,11,10,0,0,0
EMP-1169,Infrastructure,Junior Developer,Redis,-40,4,4,0,12,134,30,4,1,100,1
EMP-1170,Data Science,Engineer,CockroachDB,7,2,2,0,1,54,26,9,0,0,0
EMP-1171,Finance,Tech Lead,CockroachDB,-3,8,5,3,6,30,19,3,0,61.0,1
EMP-1172,Operations,Intern,MariaDB,21,8,5,3,0,57,38,8,1,0,0
EMP-1173,Operations,Manager,PostgreSQL,146,13,7,6,0,5,11,6,1,0,0
EMP-1174,HR,Junior Developer,MySQL,92,5,3,2,0,65,25,3,1,0,0
EMP-1175,Data Science,Tech Lead,SQL Server,-13,12,9,3,12,32,36,4,1,100,1
EMP-1176,Engineering,Senior Developer,MySQL,-28,6,5,1,4,20,34,8,0,95.33,1
EMP-1177,Finance,Intern,MongoDB,17,1,1,0,1,46,7,3,1,0,0
EMP-1178,Security,Developer,MariaDB,80,15,11,4,0,57,34,2,1,0,0
EMP-1179,Infrastructure,Senior Developer,MariaDB,-17,4,2,2,4,7,6,9,1,56.17,0
EMP-1180,Infrastructure,Intern,MariaDB,119,11,10,1,2,118,8,6,0,0,0
EMP-1181,Operations,Engineer,Redis,109,3,2,1,1,50,8,3,1,0,0
EMP-1182,Finance,Manager,MongoDB,-1,11,6,5,4,32,11,4,1,20.33,0
EMP-1183,Operations,Senior Developer,MariaDB,-37,7,6,1,7,2,34,3,1,100,1
EMP-1184,Security,Senior Developer,MongoDB,37,3,3,0,0,15,18,10,1,0,0
EMP-1185,HR,Tech Lead,Redis,69,2,2,0,2,8,37,5,1,0,0
EMP-1186,Finance,Manager,SQL Server,103,9,8,1,2,34,12,10,1,0,0
EMP-1187,Data Science,Intern,MariaDB,7,0,0,0,3,99,13,5,0,26.5,0
EMP-1188,QA,Developer,MySQL,8,2,2,0,1,54,14,4,0,0,0
EMP-1189,QA,Intern,MySQL,1,6,4,2,5,106,22,6,0,35.67,0
EMP-1190,Data Science,Junior Developer,SQL Server,97,14,13,1,0,65,14,2,1,0,0
EMP-1191,Operations,Manager,CockroachDB,131,10,7,3,1,8,23,5,1,0,0
EMP-1192,Data Science,Developer,MySQL,66,12,8,4,2,48,7,9,0,0,0
EMP-1193,HR,Intern,MySQL,39,11,11,0,2,114,2,8,0,0,0
EMP-1194,Engineering,Engineer,CockroachDB,102,15,10,5,2,29,25,2,1,0,1
EMP-1195,Data Science,Tech Lead,Oracle,91,8,8,0,0,18,1,8,0,0,0
EMP-1196,Operations,Senior Developer,MySQL,67,15,15,0,1,12,13,10,0,0,0
EMP-1197,Security,Junior Developer,MySQL,-35,10,5,5,3,71,30,9,1,100,1
EMP-1198,Engineering,Intern,PostgreSQL,42,9,8,1,0,71,36,7,1,0,0
EMP-1199,Data Science,Tech Lead,CockroachDB,102,14,10,4,1,24,6,8,0,0,0
EMP-1200,Security,Intern,Redis,129,14,13,1,0,69,2,9,0,0,0
EMP-1201,Finance,Senior Developer,Oracle,90,7,4,3,1,24,17,7,0,0,0
EMP-1202,Finance,Tech Lead,SQL Server,137,2,2,0,1,17,5,10,1,0,0
EMP-1203,QA,Engineer,MySQL,25,8,6,2,2,35,24,4,1,0,0
EMP-1204,Engineering,Senior Developer,Oracle,104,7,5,2,0,11,36,2,0,0,0
EMP-1205,QA,Senior Developer,Oracle,-34,15,9,6,8,24,12,2,1,100,1
EMP-1206,Operations,Analyst,MySQL,148,5,4,1,1,52,5,9,1,0,0
EMP-1207,HR,Analyst,MariaDB,-4,7,4,3,4,16,8,10,1,0,0
EMP-1208,Finance,Junior Developer,Redis,93,15,11,4,2,40,7,10,1,0,0
EMP-1209,Operations,Developer,MariaDB,3,1,1,0,3,45,36,4,0,13.5,0
EMP-1210,Data Science,Junior Developer,MySQL,141,15,9,6,1,33,18,2,0,7.5,0
EMP-1211,QA,Manager,SQL Server,-1,11,10,1,12,11,7,2,1,24.83,0
EMP-1212,Infrastructure,Manager,CockroachDB,38,1,1,0,1,7,12,2,1,0,0
EMP-1213,Operations,Manager,PostgreSQL,-24,10,9,1,12,14,39,8,1,100,1
EMP-1214,Operations,Engineer,SQL Server,-15,12,6,6,3,20,16,8,1,60.33,1
EMP-1215,Engineering,Senior Developer,CockroachDB,114,8,8,0,0,16,2,3,1,0,0
EMP-1216,Infrastructure,Senior Developer,Oracle,131,15,10,5,2,16,22,4,0,0,0
EMP-1217,Engineering,Tech Lead,Redis,113,5,4,1,1,8,19,4,1,0,0
EMP-1218,Engineering,Senior Developer,MongoDB,-3,6,3,3,7,9,7,2,0,87.5,1
EMP-1219,HR,Analyst,Oracle,40,3,3,0,2,41,36,7,1,0,0
EMP-1220,Finance,Junior Developer,MySQL,7,11,8,3,2,24,40,8,0,0,0
EMP-1221,Security,Junior Developer,MySQL,-5,4,3,1,8,103,39,6,1,56.17,0
EMP-1222,Operations,Engineer,MongoDB,40,12,7,5,2,44,18,5,1,0,0
EMP-1223,Infrastructure,Developer,MariaDB,128,6,4,2,2,44,35,10,1,0,0
EMP-1224,Infrastructure,Analyst,MongoDB,90,13,13,0,2,46,4,3,1,0,0
EMP-1225,Infrastructure,Analyst,Oracle,-9,9,8,1,11,26,22,10,0,58.33,0
EMP-1226,QA,Manager,MySQL,-11,7,6,1,10,7,9,8,0,77.17,1
EMP-1227,HR,Engineer,MariaDB,27,11,8,3,2,69,30,9,0,0,0
EMP-1228,Operations,Junior Developer,Oracle,-9,12,11,1,11,150,38,2,1,62.0,1
EMP-1229,Security,Manager,MariaDB,85,13,7,6,1,27,5,8,1,0,0
EMP-1230,Infrastructure,Tech Lead,CockroachDB,8,15,10,5,2,14,3,4,1,0,0
EMP-1231,Engineering,Engineer,MariaDB,11,1,1,0,2,24,19,8,1,0,0
EMP-1232,Data Science,Developer,MongoDB,85,5,4,1,0,38,4,5,1,0,0
EMP-1233,Data Science,Manager,MySQL,-19,12,10,2,10,24,4,9,1,63.0,1
EMP-1234,Security,Analyst,PostgreSQL,107,4,4,0,2,55,33,6,1,0,0
EMP-1235,Finance,Intern,SQL Server,92,1,1,0,0,52,27,8,0,0,0
EMP-1236,HR,Analyst,MariaDB,128,11,8,3,0,41,37,2,1,0,0
EMP-1237,Finance,Engineer,CockroachDB,45,0,0,0,2,45,14,6,1,0,0
EMP-1238,Security,Engineer,SQL Server,40,5,3,2,2,68,23,6,1,0,0
EMP-1239,HR,Senior Developer,SQL Server,136,12,11,1,1,26,17,6,0,0,0
EMP-1240,Operations,Manager,MySQL,1,10,7,3,2,4,32,9,0,0,0
EMP-1241,Operations,Intern,MongoDB,20,10,8,2,2,89,17,6,1,0,0
EMP-1242,QA,Engineer,MySQL,69,5,5,0,0,62,27,4,1,0,0
EMP-1243,Security,Intern,CockroachDB,37,3,2,1,2,95,9,8,1,0,0
EMP-1244,QA,Developer,Redis,103,4,3,1,0,52,7,2,0,0,0
EMP-1245,Infrastructure,Junior Developer,CockroachDB,15,13,8,5,1,81,12,9,1,0,0
EMP-1246,Finance,Engineer,Oracle,82,9,7,2,0,36,14,10,1,0,0
EMP-1247,Engineering,Senior Developer,MariaDB,-25,15,14,1,4,36,8,6,1,0,0
EMP-1248,Security,Junior Developer,MariaDB,12,12,6,6,1,89,7,9,0,12.83,0
EMP-1249,QA,Junior Developer,Redis,-32,5,3,2,7,110,34,5,1,100,1
EMP-1250,HR,Engineer,SQL Server,54,0,0,0,1,24,11,6,1,0,0
EMP-1251,Operations,Junior Developer,SQL Server,-21,1,1,0,6,140,9,9,1,98.33,1
EMP-1252,Infrastructure,Engineer,PostgreSQL,16,8,4,4,1,12,2,4,1,0,0
EMP-1253,QA,Intern,Redis,59,13,11,2,2,159,17,5,1,0,0
EMP-1254,Security,Developer,SQL Server,27,2,1,1,0,16,36,2,0,0,0
EMP-1255,HR,Senior Developer,MongoDB,50,2,1,1,0,24,35,3,0,0,0
EMP-1256,Infrastructure,Intern,PostgreSQL,104,13,12,1,0,38,4,6,1,0,0
EMP-1257,Operations,Manager,MariaDB,145,14,7,7,0,2,16,4,1,0,0
EMP-1258,Finance,Intern,SQL Server,-39,10,10,0,7,144,12,8,0,100,1
EMP-1259,Infrastructure,Engineer,SQL Server,87,6,6,0,1,25,15,2,1,0,0
EMP-1260,Operations,Developer,PostgreSQL,2,2,2,0,4,39,29,4,1,0,0
EMP-1261,Security,Engineer,CockroachDB,63,10,6,4,1,61,14,10,1,0,0
EMP-1262,Data Science,Analyst,MySQL,-13,2,1,1,7,53,33,4,1,93.83,1
EMP-1263,Data Science,Manager,PostgreSQL,97,9,5,4,0,18,11,7,1,0,0
EMP-1264,Engineering,Tech Lead,MariaDB,11,8,5,3,1,24,14,4,1,0,0
EMP-1265,Data Science,Engineer,Redis,130,1,1,0,0,41,17,3,1,0,0
EMP-1266,Operations,Tech Lead,PostgreSQL,52,14,14,0,2,35,25,6,0,0,0
EMP-1267,QA,Junior Developer,CockroachDB,7,2,1,1,3,165,27,5,1,16.5,1
EMP-1268,Engineering,Engineer,SQL Server,-2,2,2,0,3,15,1,5,1,0,0
EMP-1269,Operations,Developer,MariaDB,63,15,8,7,2,29,10,7,0,16.83,0
EMP-1270,Finance,Analyst,PostgreSQL,89,6,3,3,0,23,23,10,0,0,0
EMP-1271,Security,Analyst,Redis,111,14,7,7,2,57,10,2,0,49.5,0
EMP-1272,Finance,Analyst,CockroachDB,135,5,3,2,2,30,31,2,1,0,0
EMP-1273,QA,Analyst,MySQL,24,12,6,6,0,64,36,8,1,0,0
EMP-1274,QA,Junior Developer,SQL Server,98,7,6,1,2,102,6,2,1,0,0
EMP-1275,Operations,Analyst,Redis,-40,13,8,5,9,31,17,9,1,100,1
EMP-1276,HR,Manager,CockroachDB,45,13,10,3,0,3,33,8,1,0,0
EMP-1277,Operations,Manager,Oracle,1,14,11,3,3,34,2,5,0,0,0
EMP-1278,Finance,Junior Developer,PostgreSQL,7,5,4,1,2,168,36,3,1,0,0
EMP-1279,HR,Analyst,SQL Server,64,9,8,1,0,69,20,3,1,0,0
EMP-1280,Operations,Analyst,MariaDB,-36,12,8,4,3,71,17,5,0,100,1
EMP-1281,HR,Developer,Redis,108,5,3,2,1,16,4,5,0,0,0
EMP-1282,Security,Analyst,Oracle,13,15,8,7,0,69,5,10,0,0,0
EMP-1283,HR,Manager,MySQL,89,1,1,0,1,35,2,5,1,0,0
EMP-1284,Security,Manager,Redis,76,1,1,0,1,10,18,9,0,0,0
EMP-1285,QA,Senior Developer,SQL Server,65,2,2,0,0,7,26,2,0,0,0
EMP-1286,Security,Analyst,MariaDB,95,10,10,0,2,62,8,8,1,0,0
EMP-1287,Finance,Analyst,CockroachDB,143,4,3,1,0,72,28,6,0,0,0
EMP-1288,Infrastructure,Junior Developer,Redis,135,8,5,3,0,95,29,7,1,0,0
EMP-1289,Infrastructure,Engineer,SQL Server,54,5,3,2,2,66,20,3,1,0,0
EMP-1290,Data Science,Developer,MariaDB,-7,9,9,0,7,31,9,3,1,0,0
EMP-1291,Security,Engineer,MongoDB,10,11,6,5,1,52,7,4,0,14.67,0
EMP-1292,Operations,Intern,MariaDB,145,13,10,3,0,132,12,7,0,0,0
EMP-1293,Finance,Manager,PostgreSQL,39,1,1,0,2,22,6,8,1,0,0
EMP-1294,Infrastructure,Tech Lead,PostgreSQL,19,0,0,0,1,36,8,4,0,0,0
EMP-1295,Finance,Manager,MySQL,-8,9,6,3,7,35,13,5,1,50.83,0
EMP-1296,Infrastructure,Intern,Oracle,44,15,15,0,2,121,18,4,1,0,0
EMP-1297,Infrastructure,Manager,SQL Server,5,12,11,1,3,23,2,2,0,0,0
EMP-1298,Data Science,Engineer,PostgreSQL,-35,1,1,0,5,59,8,7,1,100,1
EMP-1299,Data Science,Analyst,MariaDB,101,1,1,0,0,46,15,3,1,0,0
EMP-1300,Data Science,Intern,Redis,39,8,8,0,1,162,10,6,0,0,0
EMP-1301,Operations,Tech Lead,MariaDB,100,4,3,1,1,30,32,7,0,0,0
EMP-1302,Infrastructure,Analyst,SQL Server,105,11,11,0,2,27,5,7,0,0,0
EMP-1303,QA,Engineer,MySQL,101,8,8,0,2,13,29,9,0,0,0
EMP-1304,Engineering,Junior Developer,Oracle,142,12,7,5,2,161,16,10,1,0,0
EMP-1305,QA,Manager,SQL Server,-11,11,11,0,7,1,36,10,1,0,0
EMP-1306,QA,Analyst,MySQL,6,12,12,0,3,25,6,5,1,0,0
EMP-1307,Infrastructure,Intern,SQL Server,70,11,9,2,1,116,9,8,1,0,0
EMP-1308,Infrastructure,Analyst,CockroachDB,82,13,12,1,2,46,24,8,1,0,0
EMP-1309,Finance,Developer,Redis,97,8,4,4,0,55,21,8,0,0,0
EMP-1310,Data Science,Tech Lead,MariaDB,74,2,1,1,0,21,40,4,1,0,0
EMP-1311,Data Science,Junior Developer,MariaDB,73,15,11,4,0,94,35,9,1,0,0
EMP-1312,Data Science,Tech Lead,MySQL,-16,3,2,1,10,15,4,5,1,100,1
EMP-1313,Data Science,Junior Developer,CockroachDB,5,14,11,3,1,62,19,3,0,0,0
EMP-1314,Operations,Junior Developer,MongoDB,116,12,8,4,1,59,29,10,1,0,0
EMP-1315,Finance,Manager,MySQL,149,5,4,1,2,12,18,10,0,0,0
EMP-1316,Data Science,Manager,PostgreSQL,15,14,9,5,2,33,5,10,0,0,0
EMP-1317,Finance,Engineer,MySQL,-11,4,4,0,7,45,32,3,1,52.5,0
EMP-1318,Finance,Intern,MySQL,39,9,9,0,2,64,20,10,1,0,1
EMP-1319,Security,Tech Lead,MySQL,93,0,0,0,2,29,22,2,0,16.83,0
EMP-1320,Infrastructure,Senior Developer,PostgreSQL,1,13,9,4,4,14,23,4,1,0,0
EMP-1321,Engineering,Analyst,PostgreSQL,39,7,6,1,0,54,15,3,1,0,0
EMP-1322,Data Science,Manager,Oracle,148,4,2,2,1,4,23,10,0,0,0
EMP-1323,Finance,Junior Developer,Redis,-2,12,7,5,11,43,35,5,0,100,1
EMP-1324,Operations,Tech Lead,MongoDB,54,8,4,4,2,24,12,5,1,0,0
EMP-1325,Data Science,Analyst,PostgreSQL,-39,10,5,5,3,19,8,10,1,100,1
EMP-1326,Engineering,Engineer,PostgreSQL,113,0,0,0,2,19,7,3,1,0,0
EMP-1327,HR,Manager,PostgreSQL,87,3,2,1,0,3,29,3,0,0,0
EMP-1328,Infrastructure,Intern,CockroachDB,-15,12,9,3,12,127,31,10,1,100,1
EMP-1329,Finance,Analyst,CockroachDB,-12,12,12,0,4,38,27,6,0,0,0
EMP-1330,Infrastructure,Intern,Oracle,-36,5,5,0,5,42,39,8,0,100,1
EMP-1331,Security,Analyst,MongoDB,-32,6,3,3,4,60,38,8,0,100,1
EMP-1332,Engineering,Tech Lead,MariaDB,68,4,2,2,1,2,11,2,1,0,0
EMP-1333,Data Science,Intern,PostgreSQL,93,10,10,0,2,121,23,10,0,0,0
EMP-1334,Finance,Analyst,CockroachDB,26,10,6,4,2,52,35,9,1,0,0
EMP-1335,HR,Junior Developer,MySQL,79,3,2,1,0,35,8,8,1,0,0
EMP-1336,HR,Analyst,PostgreSQL,122,2,2,0,2,44,25,4,1,0,0
EMP-1337,Infrastructure,Intern,MariaDB,-33,12,7,5,12,60,15,3,1,100,1
EMP-1338,Data Science,Analyst,Oracle,135,11,6,5,1,16,12,7,1,0,0
